2026-03-30 21:48:48,936 - INFO - Loaded 4599 gGSP records from d:\Studia\Projekty\gsp-lab\results\plots\gGSP_5.0.csv
2026-03-30 21:48:49,202 - INFO - Loaded 4599 lDDT records from d:\Studia\Projekty\gsp-lab\results\lddt\finished\global_report.csv
2026-03-30 21:48:51,589 - INFO - Processing target: CR1107
2026-03-30 21:48:51,716 - INFO - 
--- Detailed data for target: CR1107 ---
2026-03-30 21:48:51,741 - INFO - 
   Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score      P-value   mcq  TM-score
rnacomposer_1 47.731 0.605 20.901  20.901   -1.000  0.9368   0.5963        0.7477         7.73 0.350000 20.82     0.262
rnacomposer_2 46.917 0.588 21.216  21.216   -1.000  0.9368   0.3849        0.7341         6.70 0.417000 22.74     0.206
rnacomposer_3 47.495 0.606 18.211  18.211   -1.000  0.9476   0.6667        0.7502         6.70 0.030100 23.96     0.281
     simrna_1 21.449 0.521 17.096  21.108    0.810  0.9010   0.0000        0.7770       133.95 0.006230 20.08     0.216
     simrna_2 21.962 0.499 15.806  21.176    0.746  0.9470   0.0000        0.6750       166.84 0.000650 24.25     0.254
     simrna_3 20.970 0.506 16.588  22.052    0.752  0.9230   0.0000        0.6830        90.39 0.002710 23.69     0.287
     simrna_4 13.326 0.451 14.219  19.050    0.746  0.9010   0.0000        0.6830       136.08 0.000021 22.45     0.280
     simrna_5 23.181 0.548 16.597  20.014    0.829  0.9510   0.0000        0.7800       163.40 0.002750 21.84     0.202
       tfn_10 52.274 0.697 18.665  24.588    0.759  0.8720   0.5893        0.7230         2.58 0.051800 19.66     0.242
        tfn_1 51.518 0.681 17.948  23.789    0.754  0.9290   0.5270        0.6850         3.61 0.021400 19.32     0.223
        tfn_2 52.545 0.702 16.893  22.254    0.759  0.9010   0.6804        0.7080         4.12 0.004500 18.80     0.207
        tfn_3 52.669 0.708 13.967  17.377    0.804  0.9290   0.5556        0.7580         4.12 0.000011 19.18     0.199
        tfn_4 51.567 0.699 15.934  19.590    0.813  0.9510   0.5270        0.7600         3.09 0.000832 20.22     0.215
        tfn_5 51.044 0.693 20.064  25.089    0.800  0.8800   0.5893        0.7730         1.03 0.198000 21.16     0.223
        tfn_6 52.101 0.691 16.706  21.251    0.786  0.8950   0.5556        0.7510         8.76 0.003310 20.04     0.221
        tfn_7 52.534 0.693 14.567  19.074    0.764  0.9010   0.6299        0.7160         3.09 0.000047 19.00     0.207
        tfn_8 52.322 0.694 16.493  21.837    0.755  0.8800   0.5893        0.7060         5.15 0.002300 19.95     0.226
        tfn_9 51.291 0.690 17.312  22.518    0.769  0.8800   0.0000        0.7360         5.67 0.008680 20.39     0.269
       xiao_1 37.021 0.457 20.652  47.044    0.439  0.3820   0.0000        0.4690         1.03 0.300000 25.51     0.236
       xiao_2 33.787 0.430 25.069  63.236    0.396  0.0000   0.0000        0.5320         0.52 0.973000 26.13     0.186
       xiao_3 39.933 0.445 23.271  58.700    0.396  0.0000   0.0000        0.5190        13.40 0.824000 28.13     0.220
       xiao_4 33.833 0.435 23.271  58.700    0.396  0.0000   0.0000        0.5190        13.40 0.824000 28.13     0.220
       xiao_5 40.080 0.452 23.271  58.700    0.396  0.0000   0.0000        0.5190        13.40 0.824000 28.13     0.220
2026-03-30 21:48:57,252 - INFO - Total models with gGSP: 67
2026-03-30 21:48:57,252 - INFO - Metric lDDT: available for 67/67 models
2026-03-30 21:48:57,253 - INFO - Metric RMSD: available for 67/67 models
2026-03-30 21:48:57,253 - INFO - Metric DI_all: available for 67/67 models
2026-03-30 21:48:57,253 - INFO - Metric INF_all: available for 67/67 models
2026-03-30 21:48:57,253 - INFO - Metric INF_wc: available for 67/67 models
2026-03-30 21:48:57,253 - INFO - Metric INF_nwc: available for 67/67 models
2026-03-30 21:48:57,254 - INFO - Metric INF_stacking: available for 67/67 models
2026-03-30 21:48:57,254 - INFO - Metric Clash_Score: available for 67/67 models
2026-03-30 21:48:57,254 - INFO - Metric P-value: available for 67/67 models
2026-03-30 21:48:57,254 - INFO - Metric mcq: available for 67/67 models
2026-03-30 21:48:57,254 - INFO - Metric TM-score: available for 67/67 models
2026-03-30 21:48:57,264 - INFO - Clash_Score: Pearson=0.762, Spearman=0.544, Kendall=0.379 (n=67)
2026-03-30 21:48:57,269 - INFO - DI_all: Pearson=0.187, Spearman=0.278, Kendall=0.204 (n=67)
2026-03-30 21:48:57,273 - INFO - INF_all: Pearson=-0.040, Spearman=0.174, Kendall=0.102 (n=67)
2026-03-30 21:48:57,276 - INFO - INF_nwc: Pearson=0.421, Spearman=0.158, Kendall=0.104 (n=67)
2026-03-30 21:48:57,280 - INFO - INF_stacking: Pearson=0.173, Spearman=0.223, Kendall=0.146 (n=67)
2026-03-30 21:48:57,283 - INFO - INF_wc: Pearson=0.178, Spearman=0.024, Kendall=0.019 (n=67)
2026-03-30 21:48:57,287 - INFO - mcq: Pearson=0.377, Spearman=0.684, Kendall=0.445 (n=67)
2026-03-30 21:48:57,291 - INFO - P-value: Pearson=0.148, Spearman=0.411, Kendall=0.309 (n=67)
2026-03-30 21:48:57,295 - INFO - RMSD: Pearson=0.131, Spearman=0.411, Kendall=0.309 (n=67)
2026-03-30 21:48:57,299 - INFO - TM-score: Pearson=-0.045, Spearman=0.020, Kendall=0.013 (n=67)
2026-03-30 21:48:57,301 - INFO - lDDT: Pearson=0.854, Spearman=0.887, Kendall=0.718 (n=67)
2026-03-30 21:48:57,303 - INFO - Saved correlation results to d:\Studia\Projekty\gsp-lab\results\correlations\PZ26tBox_gGSP_correlations.csv
2026-03-30 21:48:57,304 - INFO - Processing target: PZ27
2026-03-30 21:48:57,433 - INFO - 
--- Detailed data for target: PZ27 ---
2026-03-30 21:48:57,449 - INFO - 
        Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score  P-value   mcq  TM-score
    adamiak_1 44.813 0.579 19.064  24.556    0.776  0.9500   0.3870        0.7180        10.64 0.000000 29.53     0.182
    adamiak_2 42.618 0.585 19.126  24.325    0.786  0.9430   0.6000        0.7260        10.37 0.000000 29.52     0.152
   bujnicki_1 67.141 0.626 15.648  21.937    0.713  0.7980   0.5590        0.6920         2.02 0.000000 27.11     0.190
   bujnicki_2 64.552 0.627 16.403  23.040    0.712  0.7910   0.6320        0.6870         1.08 0.000000 26.88     0.184
   bujnicki_3 63.146 0.616 15.933  22.338    0.713  0.7850   0.5590        0.6950         2.96 0.000000 27.73     0.196
   bujnicki_4 60.017 0.610 23.414  33.015    0.709  0.8040   0.5270        0.6850         0.81 0.000000 28.05     0.176
   bujnicki_5 62.980 0.616 23.548  33.076    0.712  0.7950   0.5590        0.6910         3.77 0.000000 28.10     0.198
      chen_10 59.766 0.628 15.654  19.348    0.809  0.9450   0.7000        0.7570         7.27 0.000000 28.52     0.150
       chen_1 67.257 0.620 14.581  19.613    0.743  0.8970   0.6670        0.6860         4.85 0.000000 28.84     0.144
       chen_2 68.465 0.635 11.701  15.167    0.772  0.9290   0.5720        0.7190         5.66 0.000000 30.02     0.184
       chen_3 70.556 0.619 13.622  17.950    0.759  0.9040   0.5720        0.7100         2.29 0.000000 28.02     0.194
       chen_4 69.106 0.637 11.710  14.796    0.791  0.9440   0.6670        0.7350         4.85 0.000000 29.50     0.184
       chen_5 68.972 0.630 15.283  19.659    0.777  0.9130   0.6670        0.7290         4.85 0.000000 29.08     0.189
       chen_6 62.771 0.622 17.044  21.572    0.790  0.9360   0.6390        0.7370         3.36 0.000000 28.68     0.170
       chen_7 63.006 0.625 16.066  20.594    0.780  0.9430   0.6390        0.7180         3.50 0.000000 28.40     0.177
       chen_8 61.559 0.623 14.740  18.569    0.794  0.9440   0.6670        0.7370         4.04 0.000000 29.26     0.146
       chen_9 63.196 0.634 11.691  14.458    0.809  0.9440   0.6670        0.7590         4.17 0.000000 28.67     0.156
       das_10 66.488 0.668 13.209  16.597    0.796  0.9220   0.8000        0.7430         7.00 0.000000 23.64     0.145
        das_1 69.786 0.671 12.257  15.274    0.802  0.9100   0.8430        0.7550         6.73 0.000000 24.03     0.163
        das_2 72.427 0.685 10.115  12.698    0.797  0.9220   0.8000        0.7450         7.81 0.000000 23.82     0.157
        das_3 70.848 0.674 12.160  15.286    0.795  0.9040   0.8000        0.7490         6.87 0.000000 23.53     0.164
        das_4 60.819 0.658 14.745  18.384    0.802  0.9100   0.8000        0.7570         6.87 0.000000 24.19     0.170
        das_5 68.964 0.680 10.677  13.422    0.795  0.9220   0.8430        0.7410         7.00 0.000000 23.52     0.160
        das_6 69.754 0.673 11.807  11.807   -1.000  0.9463   0.6901        0.7489         6.19 0.000000 23.83     0.159
        das_7 68.880 0.678 12.122  12.122   -1.000  0.9463   0.6086        0.7548         7.27 0.000000 23.67     0.160
        das_8 69.990 0.675 10.838  10.838   -1.000  0.9341   0.6667        0.7509         6.19 0.000000 24.05     0.158
        das_9 64.777 0.665 11.830  14.796    0.800  0.9100   0.8430        0.7510         6.87 0.000000 23.63     0.164
   farfar2_10 68.068 0.660 16.598  16.598   -1.000  0.9400   0.7160        0.7530         6.19 0.000000 23.68     0.160
    farfar2_1 69.990 0.675 10.838  13.625    0.795  0.9100   0.8000        0.7470         6.19 0.000000 24.05     0.158
    farfar2_2 72.427 0.685 10.115  12.698    0.797  0.9220   0.8000        0.7450         7.81 0.000000 23.82     0.157
    farfar2_3 69.786 0.671 12.257  15.274    0.802  0.9100   0.8430        0.7550         6.73 0.000000 24.03     0.163
    farfar2_4 70.848 0.674 12.160  15.286    0.795  0.9040   0.8000        0.7490         6.87 0.000000 23.53     0.164
    farfar2_5 60.819 0.658 14.745  18.384    0.802  0.9100   0.8000        0.7570         6.87 0.000000 24.19     0.170
    farfar2_6 69.343 0.681 10.333  13.031    0.793  0.9220   0.8000        0.7390         7.27 0.000000 24.39     0.159
    farfar2_7 68.880 0.678 12.122  12.122   -1.000  0.9460   0.6090        0.7550         7.27 0.000000 23.67     0.160
    farfar2_8 68.964 0.680 10.677  10.677   -1.000  0.9590   0.6670        0.7510         7.00 0.000000 23.52     0.160
    farfar2_9 69.754 0.673 11.807  11.807   -1.000  0.9460   0.6900        0.7490         6.19 0.000000 23.83     0.159
   ifoldrna_1  9.457 0.346 68.338 132.911    0.514  0.4000   0.0000        0.5820       122.39 1.000000 25.68     0.135
   ifoldrna_2  9.147 0.340 57.452 118.556    0.485  0.4170   0.0000        0.5300       149.69 1.000000 28.47     0.140
   ifoldrna_3  9.617 0.344 53.252 111.381    0.478  0.3830   0.3160        0.5310       135.67 1.000000 27.33     0.144
   ifoldrna_4  9.451 0.343 72.581 148.106    0.490  0.4340   0.0000        0.5310       158.53 1.000000 28.65     0.161
   ifoldrna_5  9.423 0.354 59.809 123.500    0.484  0.4350   0.0000        0.5240       118.41 1.000000 29.00     0.145
rnacomposer_1 36.216 0.590 20.701  27.539    0.752  0.9380   0.2240        0.6890         8.48 0.000000 28.92     0.162
rnacomposer_2 26.123 0.582 21.582  27.739    0.778  0.9290   0.5980        0.7210        10.37 0.000000 26.59     0.170
rnacomposer_3 36.898 0.574 15.986  21.408    0.747  0.9140   0.5660        0.6800        10.23 0.000000 29.35     0.175
rnacomposer_4 43.202 0.585 14.099  18.880    0.747  0.9100   0.3160        0.6910         8.89 0.000000 26.32     0.189
rnacomposer_5 34.041 0.561 21.553  28.387    0.759  0.9220   0.2240        0.7080         9.83 0.000000 29.41     0.166
     simrna_1  8.088 0.335 69.382 139.673    0.497  0.4300   0.0000        0.5440       136.16 1.000000 29.95     0.142
     simrna_2  9.355 0.352 52.866 105.455    0.501  0.4370   0.0000        0.5480       138.71 1.000000 27.25     0.134
     simrna_3  9.149 0.343 61.197 118.297    0.517  0.4250   0.0000        0.5760       137.55 1.000000 28.33     0.150
     simrna_4  8.436 0.342 65.869 129.183    0.510  0.4130   0.0000        0.5690       133.28 1.000000 27.48     0.174
     simrna_5  9.225 0.349 42.169  87.406    0.482  0.4630   0.0000        0.5080       160.83 0.005080 29.27     0.117
       tfn_10 69.399 0.675 10.940  13.683    0.800  0.9160   0.8000        0.7510         8.75 0.000000 23.81     0.154
        tfn_1 59.680 0.669 13.051  16.222    0.804  0.9220   0.8430        0.7530         7.81 0.000000 23.89     0.160
        tfn_2 73.471 0.681  9.498  11.896    0.798  0.9220   0.8000        0.7470         7.41 0.000000 23.40     0.160
        tfn_3 59.426 0.669 11.320  14.143    0.800  0.9290   0.8000        0.7470         8.08 0.000000 24.38     0.160
        tfn_4 69.641 0.667 11.629  14.556    0.799  0.9220   0.8000        0.7470         7.54 0.000000 25.15     0.149
        tfn_5 65.559 0.661 13.771  17.350    0.794  0.9160   0.8430        0.7390         6.60 0.000000 25.14     0.159
        tfn_6 53.250 0.658 12.500  15.779    0.792  0.9160   0.8000        0.7390         7.54 0.000000 24.81     0.160
        tfn_7 67.340 0.671 13.409  16.709    0.802  0.9290   0.8000        0.7510         7.54 0.000000 23.68     0.157
        tfn_8 68.895 0.674 15.177  19.059    0.796  0.9290   0.8430        0.7390         7.54 0.000000 23.62     0.159
        tfn_9 70.226 0.675 11.632  14.656    0.794  0.9220   0.7630        0.7430         6.87 0.000000 23.83     0.161
       xiao_1  9.944 0.330 41.009  93.454    0.439  0.3020   0.0000        0.5080         6.46 0.000652 30.47     0.176
       xiao_2  9.928 0.330 43.031  98.062    0.439  0.3020   0.0000        0.5080         8.75 0.018200 30.47     0.176
       xiao_3  9.771 0.330 45.206 103.017    0.439  0.3020   0.0000        0.5080         6.06 0.189000 30.47     0.176
       xiao_4 16.449 0.449 30.295  48.742    0.622  0.7110   0.0000        0.6080        16.97 0.000000 29.27     0.176
       xiao_5 16.680 0.448 27.203  43.768    0.622  0.7110   0.0000        0.6080        14.68 0.000000 29.27     0.176
2026-03-30 21:48:57,450 - INFO - Total models with gGSP: 67
2026-03-30 21:48:57,450 - INFO - Metric lDDT: available for 67/67 models
2026-03-30 21:48:57,450 - INFO - Metric RMSD: available for 67/67 models
2026-03-30 21:48:57,450 - INFO - Metric DI_all: available for 67/67 models
2026-03-30 21:48:57,450 - INFO - Metric INF_all: available for 67/67 models
2026-03-30 21:48:57,450 - INFO - Metric INF_wc: available for 67/67 models
2026-03-30 21:48:57,450 - INFO - Metric INF_nwc: available for 67/67 models
2026-03-30 21:48:57,452 - INFO - Metric INF_stacking: available for 67/67 models
2026-03-30 21:48:57,452 - INFO - Metric Clash_Score: available for 67/67 models
2026-03-30 21:48:57,452 - INFO - Metric P-value: available for 67/67 models
2026-03-30 21:48:57,452 - INFO - Metric mcq: available for 67/67 models
2026-03-30 21:48:57,452 - INFO - Metric TM-score: available for 67/67 models
2026-03-30 21:48:57,458 - INFO - Clash_Score: Pearson=0.747, Spearman=0.554, Kendall=0.387 (n=67)
2026-03-30 21:48:57,460 - INFO - DI_all: Pearson=0.897, Spearman=0.854, Kendall=0.673 (n=67)
2026-03-30 21:48:57,464 - INFO - INF_all: Pearson=-0.059, Spearman=0.382, Kendall=0.288 (n=67)
2026-03-30 21:48:57,468 - INFO - INF_nwc: Pearson=0.930, Spearman=0.736, Kendall=0.573 (n=67)
2026-03-30 21:48:57,472 - INFO - INF_stacking: Pearson=0.921, Spearman=0.685, Kendall=0.494 (n=67)
2026-03-30 21:48:57,475 - INFO - INF_wc: Pearson=0.874, Spearman=0.483, Kendall=0.323 (n=67)
2026-03-30 21:48:57,479 - INFO - mcq: Pearson=0.609, Spearman=0.639, Kendall=0.446 (n=67)
2026-03-30 21:48:57,482 - INFO - P-value: Pearson=0.707, Spearman=0.686, Kendall=0.570 (n=67)
2026-03-30 21:48:57,486 - INFO - RMSD: Pearson=0.897, Spearman=0.862, Kendall=0.691 (n=67)
2026-03-30 21:48:57,489 - INFO - TM-score: Pearson=0.238, Spearman=0.073, Kendall=0.042 (n=67)
2026-03-30 21:48:57,494 - INFO - lDDT: Pearson=0.963, Spearman=0.881, Kendall=0.711 (n=67)
2026-03-30 21:48:57,497 - INFO - Saved correlation results to d:\Studia\Projekty\gsp-lab\results\correlations\PZ27_gGSP_correlations.csv
2026-03-30 21:48:57,498 - INFO - Processing target: PZ27tBox
2026-03-30 21:48:57,691 - INFO - 
--- Detailed data for target: PZ27tBox ---
2026-03-30 21:48:57,709 - INFO - 
        Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score      P-value   mcq  TM-score
    adamiak_1 44.813 0.579 20.242  27.100    0.747   0.940    0.378         0.685         9.96 0.000000e+00 31.81     0.359
    adamiak_2 42.618 0.585 20.254  26.675    0.759   0.953    0.668         0.682        10.76 0.000000e+00 29.72     0.362
   bujnicki_1 67.141 0.626 18.158  28.483    0.637   0.734    0.436         0.617         2.79 0.000000e+00 28.44     0.435
   bujnicki_2 64.552 0.627 18.952  29.553    0.641   0.744    0.567         0.613         1.00 0.000000e+00 27.63     0.444
   bujnicki_3 63.146 0.616 18.393  28.508    0.645   0.734    0.436         0.627         3.99 0.000000e+00 28.12     0.416
   bujnicki_4 60.017 0.610 22.489  35.807    0.628   0.744    0.378         0.603         1.20 0.000000e+00 28.68     0.417
   bujnicki_5 62.980 0.616 19.468  31.089    0.626   0.728    0.436         0.604         4.78 0.000000e+00 28.75     0.427
      chen_10 59.766 0.628 17.647  23.274    0.758   0.919    0.676         0.698         9.17 0.000000e+00 26.29     0.432
       chen_1 67.257 0.620 16.355  23.974    0.682   0.889    0.617         0.605         5.18 0.000000e+00 27.14     0.447
       chen_2 68.465 0.635 13.751  19.449    0.707   0.903    0.463         0.645         6.98 0.000000e+00 28.36     0.486
       chen_3 70.556 0.619 15.496  22.066    0.702   0.914    0.463         0.632         2.99 0.000000e+00 26.18     0.510
       chen_4 69.106 0.637 13.697  18.665    0.734   0.916    0.617         0.670         4.98 0.000000e+00 27.20     0.505
       chen_5 68.972 0.630 16.869  22.987    0.734   0.916    0.617         0.670         4.98 0.000000e+00 28.25     0.471
       chen_6 62.771 0.622 19.518  26.434    0.738   0.916    0.571         0.677         2.79 0.000000e+00 27.05     0.433
       chen_7 63.006 0.625 18.122  24.441    0.741   0.940    0.617         0.665         4.78 0.000000e+00 28.86     0.438
       chen_8 61.559 0.623 16.174  21.646    0.747   0.930    0.617         0.681         4.38 0.000000e+00 27.47     0.428
       chen_9 63.196 0.634 13.883  18.303    0.759   0.916    0.617         0.704         4.18 0.000000e+00 26.26     0.473
       das_10 66.488 0.668 15.251  20.064    0.760   0.892    0.772         0.709         8.97 0.000000e+00 20.03     0.453
        das_1 69.786 0.671 14.333  18.543    0.773   0.872    0.845         0.732         9.17 0.000000e+00 20.94     0.504
        das_2 72.427 0.685 11.538  15.097    0.764   0.892    0.772         0.717        10.76 0.000000e+00 19.83     0.518
        das_3 70.848 0.674 14.442  19.005    0.760   0.863    0.772         0.719         9.17 0.000000e+00 20.41     0.522
        das_4 60.819 0.658 16.971  22.145    0.766   0.872    0.772         0.726         9.17 0.000000e+00 20.58     0.447
        das_5 68.939 0.680 12.023  15.820    0.760   0.892    0.845         0.707         9.37 0.000000e+00 20.22     0.481
        das_6 69.754 0.673 13.535  17.760    0.762   0.882    0.845         0.714         8.17 0.000000e+00 20.45     0.476
        das_7 68.880 0.678 14.286  18.692    0.764   0.882    0.845         0.717         9.57 0.000000e+00 20.32     0.484
        das_8 69.990 0.675 12.743  16.721    0.762   0.872    0.772         0.719         8.17 0.000000e+00 20.63     0.472
        das_9 64.777 0.665 13.211  17.286    0.764   0.872    0.845         0.719         9.17 0.000000e+00 20.39     0.466
   farfar2_10 68.068 0.660 17.402  22.770    0.764   0.882    0.845         0.717         8.17 0.000000e+00 19.77     0.437
    farfar2_1 69.990 0.675 12.743  16.721    0.762   0.872    0.772         0.719         8.17 0.000000e+00 20.63     0.472
    farfar2_2 72.427 0.685 11.538  15.097    0.764   0.892    0.772         0.717        10.76 0.000000e+00 19.83     0.518
    farfar2_3 69.786 0.671 14.333  18.543    0.773   0.872    0.845         0.732         9.17 0.000000e+00 20.94     0.504
    farfar2_4 70.848 0.674 14.442  19.005    0.760   0.863    0.772         0.719         9.17 0.000000e+00 20.41     0.522
    farfar2_5 60.819 0.658 16.971  22.145    0.766   0.872    0.772         0.726         9.17 0.000000e+00 20.58     0.447
    farfar2_6 69.343 0.681 11.381  15.019    0.758   0.892    0.772         0.707         9.37 0.000000e+00 20.68     0.498
    farfar2_7 68.880 0.678 14.286  18.692    0.764   0.882    0.845         0.717         9.57 0.000000e+00 20.32     0.484
    farfar2_8 68.939 0.680 12.023  15.820    0.760   0.892    0.845         0.707         9.37 0.000000e+00 20.22     0.481
    farfar2_9 69.754 0.673 13.535  17.760    0.762   0.882    0.845         0.714         8.17 0.000000e+00 20.45     0.476
   ifoldrna_1  9.457 0.346 37.021  64.885    0.571   0.519    0.000         0.613       123.53 3.110000e-01 26.83     0.162
   ifoldrna_2  9.147 0.340 26.559  48.998    0.542   0.542    0.000         0.566       125.42 1.440000e-10 28.23     0.255
   ifoldrna_3  9.617 0.344 31.492  59.791    0.527   0.532    0.378         0.538       126.10 1.830000e-04 27.71     0.227
   ifoldrna_4  9.451 0.343 39.384  74.756    0.527   0.575    0.000         0.529       163.24 7.940000e-01 27.84     0.191
   ifoldrna_5  9.423 0.354 40.632  79.339    0.512   0.572    0.000         0.512       114.02 9.350000e-01 26.71     0.169
rnacomposer_1 36.216 0.590 22.945  32.462    0.707   0.919    0.267         0.638         8.17 5.550000e-17 26.71     0.302
rnacomposer_2 26.123 0.582 22.136  30.333    0.730   0.916    0.507         0.665         9.37 0.000000e+00 23.66     0.284
rnacomposer_3 36.898 0.574 16.490  23.321    0.707   0.906    0.436         0.636         9.76 0.000000e+00 26.91     0.327
rnacomposer_4 43.202 0.585 13.842  19.144    0.723   0.899    0.218         0.671         7.77 0.000000e+00 23.40     0.372
rnacomposer_5 34.041 0.561 19.479  26.760    0.728   0.919    0.267         0.668         9.57 0.000000e+00 25.71     0.313
     simrna_1  8.088 0.335 39.588  74.651    0.530   0.550    0.000         0.548       139.53 8.250000e-01 29.34     0.134
     simrna_2  9.355 0.352 31.572  58.025    0.544   0.582    0.000         0.553       128.17 2.160000e-04 29.02     0.164
     simrna_3  9.149 0.343 29.719  53.701    0.553   0.568    0.000         0.575       134.16 2.690000e-06 28.50     0.170
     simrna_4  8.436 0.342 34.018  61.044    0.557   0.578    0.000         0.575       134.94 1.540000e-02 26.86     0.190
     simrna_5  9.225 0.349 27.274  51.607    0.528   0.624    0.000         0.518       160.76 1.740000e-09 27.81     0.184
       tfn_10 69.399 0.675 12.702  16.480    0.771   0.882    0.772         0.729        11.36 0.000000e+00 20.77     0.486
        tfn_1 59.680 0.669 14.933  19.248    0.776   0.892    0.845         0.728        10.56 0.000000e+00 20.64     0.413
        tfn_2 73.471 0.681 11.041  14.443    0.764   0.892    0.772         0.716         9.97 0.000000e+00 20.16     0.531
        tfn_3 59.426 0.669 12.814  16.659    0.769   0.903    0.845         0.715        10.96 0.000000e+00 21.28     0.446
        tfn_4 69.641 0.667 13.592  17.781    0.764   0.892    0.772         0.716        10.16 0.000000e+00 21.41     0.471
        tfn_5 65.559 0.661 16.266  21.331    0.763   0.882    0.845         0.711         8.57 0.000000e+00 21.61     0.434
        tfn_6 53.250 0.658 14.421  18.968    0.760   0.882    0.845         0.708        10.36 0.000000e+00 20.84     0.361
        tfn_7 67.340 0.671 15.580  20.150    0.773   0.903    0.772         0.725         9.96 0.000000e+00 20.13     0.476
        tfn_8 68.895 0.674 17.804  23.285    0.765   0.903    0.845         0.709        10.17 0.000000e+00 20.03     0.484
        tfn_9 70.226 0.675 13.649  18.012    0.758   0.892    0.714         0.711         9.37 0.000000e+00 20.61     0.504
       xiao_1  9.944 0.330 43.041 151.618    0.284   0.000    0.000         0.400         0.60 9.980000e-01 35.56     0.149
       xiao_2  9.928 0.330 43.041 151.618    0.284   0.000    0.000         0.400         0.60 9.980000e-01 35.56     0.149
       xiao_3  9.771 0.330 43.041 151.618    0.284   0.000    0.000         0.400         0.60 9.980000e-01 35.56     0.149
       xiao_4 16.449 0.449 26.696  45.717    0.584   0.695    0.000         0.564        11.16 2.350000e-10 29.88     0.185
       xiao_5 16.680 0.448 26.696  45.717    0.584   0.695    0.000         0.564        11.36 2.350000e-10 29.88     0.185
2026-03-30 21:48:57,710 - INFO - Total models with gGSP: 67
2026-03-30 21:48:57,710 - INFO - Metric lDDT: available for 67/67 models
2026-03-30 21:48:57,712 - INFO - Metric RMSD: available for 67/67 models
2026-03-30 21:48:57,712 - INFO - Metric DI_all: available for 67/67 models
2026-03-30 21:48:57,712 - INFO - Metric INF_all: available for 67/67 models
2026-03-30 21:48:57,712 - INFO - Metric INF_wc: available for 67/67 models
2026-03-30 21:48:57,712 - INFO - Metric INF_nwc: available for 67/67 models
2026-03-30 21:48:57,712 - INFO - Metric INF_stacking: available for 67/67 models
2026-03-30 21:48:57,712 - INFO - Metric Clash_Score: available for 67/67 models
2026-03-30 21:48:57,713 - INFO - Metric P-value: available for 67/67 models
2026-03-30 21:48:57,713 - INFO - Metric mcq: available for 67/67 models
2026-03-30 21:48:57,713 - INFO - Metric TM-score: available for 67/67 models
2026-03-30 21:48:57,724 - INFO - Clash_Score: Pearson=0.717, Spearman=0.318, Kendall=0.208 (n=67)
2026-03-30 21:48:57,734 - INFO - DI_all: Pearson=0.760, Spearman=0.831, Kendall=0.637 (n=67)
2026-03-30 21:48:57,742 - INFO - INF_all: Pearson=0.812, Spearman=0.679, Kendall=0.487 (n=67)
2026-03-30 21:48:57,748 - INFO - INF_nwc: Pearson=0.904, Spearman=0.722, Kendall=0.554 (n=67)
2026-03-30 21:48:57,757 - INFO - INF_stacking: Pearson=0.819, Spearman=0.720, Kendall=0.521 (n=67)
2026-03-30 21:48:57,765 - INFO - INF_wc: Pearson=0.734, Spearman=0.363, Kendall=0.218 (n=67)
2026-03-30 21:48:57,772 - INFO - mcq: Pearson=0.665, Spearman=0.659, Kendall=0.462 (n=67)
2026-03-30 21:48:57,776 - INFO - P-value: Pearson=0.571, Spearman=0.728, Kendall=0.569 (n=67)
2026-03-30 21:48:57,782 - INFO - RMSD: Pearson=0.900, Spearman=0.834, Kendall=0.640 (n=67)
2026-03-30 21:48:57,788 - INFO - TM-score: Pearson=0.984, Spearman=0.947, Kendall=0.803 (n=67)
2026-03-30 21:48:57,795 - INFO - lDDT: Pearson=0.963, Spearman=0.881, Kendall=0.711 (n=67)
2026-03-30 21:48:57,800 - INFO - Saved correlation results to d:\Studia\Projekty\gsp-lab\results\correlations\PZ27tBox_gGSP_correlations.csv
2026-03-30 21:48:57,802 - INFO - Processing target: PZ28
2026-03-30 21:48:58,054 - INFO - 
--- Detailed data for target: PZ28 ---
2026-03-30 21:48:58,082 - INFO - 
        Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score      P-value   mcq  TM-score
    adamiak_1 30.653 0.583 30.967  38.577    0.803   0.946   0.6300         0.750         9.90 6.110000e-08 23.79     0.452
    adamiak_2 38.366 0.599 18.172  23.364    0.778   0.936   0.5440         0.722        11.67 0.000000e+00 24.77     0.450
    adamiak_3 31.293 0.587 23.589  29.913    0.789   0.946   0.6300         0.729         8.66 0.000000e+00 23.35     0.427
    adamiak_4 31.863 0.596 31.022  39.251    0.790   0.927   0.6670         0.739         9.55 7.210000e-08 23.58     0.419
    adamiak_5 31.549 0.590 28.660  36.422    0.787   0.955   0.2980         0.741         8.31 2.490000e-11 21.43     0.455
   bujnicki_1 30.812 0.583 34.001  46.482    0.731   0.832   0.6800         0.694         9.55 1.560000e-04 25.09     0.664
